Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"Death vortex",751,55,30,80,0,0,Vortex7,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Aether vortex",752,55,20,40,0,0,Vortex8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Nidhogg the Hel-Drake",753,55,15,133,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"The Lernean Hydra",754,55,10,140,0,0,Hydra6,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Thuringwethil, the Vampire Messenger",755,55,20,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Great Hell Wyrm",756,55,12,170,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Hastur the Unspeakable",757,55,10,150,0,0,Dragon,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Bloodthirster",758,55,34,180,0,0,Bloodthirster,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Draconic quylthulg",759,55,10,0,0,0,Quylthulg,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Nyogtha, the Thing that Should not Be",760,56,20,120,0,0,Jelly7,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Ahtu, Avatar of Nyarlathotep",761,56,20,120,0,0,Tree,7,-2,0,-4,5,2,116,="20+12",="26+9",="40+12",-1,14,11,="85+30",="17+7"
"Fundin Bluecloak",762,56,20,0,0,0,Standard,1,-5,5,-3,2,3,103,="27+7",="40+11",="46+12",1,23,18,="63+13",="35+11"
"Dworkin Barimen",763,56,20,0,0,0,Standard,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"Uriel, Angel of Fire",764,73,20,180,0,0,Standard,6,-3,8,2,5,8,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Azriel, Angel of Death",765,80,20,190,0,0,Standard,6,-3,8,2,5,8,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Ancalagon the Black",766,58,15,125,0,0,Dragon,8,0,1,-1,5,7,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Daoloth, the Render of the Veils",767,58,10,125,0,0,Demonic Horror,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Nightwalker",768,59,20,175,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Raphael, the Messenger",769,89,20,200,0,0,Standard,7,-1,10,3,6,10,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Habu the Champion of Chaos",770,59,20,0,0,0,Standard,1,4,1,2,0,4,107,="25+7",="32+11",="46+10",4,22,24,="60+20",="46+17"
"Saruman of Many Colours",771,60,10,0,0,0,Standard,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"Gandalf the Grey",772,60,10,0,0,0,Standard,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"Brand, Mad Visionary of Amber",773,60,10,0,0,0,Standard,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"Shadowlord",774,62,10,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Greater kraken",775,63,10,175,0,0,Kraken,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Archlich",776,64,10,0,0,0,Standard,-4,7,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Bast, Goddess of Cats",777,62,20,200,0,0,Hound,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",19,35,38,="70+21",="75+14"
"Jabberwock",778,65,20,125,0,0,Dragon,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Chaos hound",779,65,10,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Vlad Dracula, Prince of Darkness",780,63,20,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Ultimate beholder",781,66,10,80,0,0,Eye8,3,5,-1,4,1,2,104,="34+7",="46+11",="48+10",6,21,30,="66+18",="65+15"
"Leviathan",782,76,15,180,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Great Wyrm of Chaos",783,67,15,170,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Great Wyrm of Law",784,67,15,170,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Great Wyrm of Balance",785,72,15,170,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Shambler",786,67,20,150,0,0,Shambler,9,-1,0,0,5,4,126,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"Hypnos, Lord of Sleep",787,67,20,0,0,0,Standard,7,2,1,-2,5,4,122,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"Glaaki",788,67,20,150,0,0,Glaaki,1,0,-4,-1,4,5,109,="15+8",="39+15",="39+12",3,15,25,="60+13",="38+11"
"Bleys, Master of Manipulation",789,67,20,0,0,0,Standard,3,3,1,5,4,1,110,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"Great Wyrm of Many Colours",790,68,15,170,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Fiona the Sorceress",791,68,20,0,0,0,Standard,-3,5,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"Tselakus, the Dreadlord",792,68,20,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Sky Drake",793,74,20,200,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Julian, Master of Arden Forest",794,69,20,0,0,0,Standard,3,2,4,3,4,0,106,="34+8",="40+11",="39+10",5,27,29,="71+18",="57+16"
"Tiamat, Celestial Dragon of Evil",795,70,20,125,0,0,Tiamat,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"The Norsa",796,70,20,125,0,0,Norsa,7,-1,0,-2,6,5,132,="20+12",="21+7",="33+10",0,17,14,="95+23",="20+15"
"Rhan-Tegoth",797,70,20,125,0,0,Spider,7,-4,-3,-2,5,3,113,="20+12",="24+9",="34+12",-1,13,7,="82+30",="23+7"
"Black reaver",798,71,20,0,0,0,Standard,-4,6,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Caine, the Conspirator",799,71,20,0,0,0,Standard,3,3,1,5,4,1,110,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"Master quylthulg",800,71,10,0,0,0,Quylthulg,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Greater draconic quylthulg",801,71,10,0,0,0,Quylthulg,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Greater rotting quylthulg",802,71,10,0,0,0,Quylthulg,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Null the Living Void",803,72,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Vecna, the Emperor Lich",804,72,20,0,0,0,Standard,-4,8,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Omarax the Eye Tyrant",805,73,20,80,0,0,Eye8,3,5,-1,4,1,2,104,="34+7",="46+11",="48+10",6,21,30,="66+18",="65+15"
"Tsathoggua, the Sleeper of N'kai",806,74,20,80,0,0,Demonic Horror,3,-3,-2,0,2,3,105,="15+7",="24+10",="31+10",1,17,21,="64+14",="66+25"
"Gerard, Strongman of Amber",807,74,20,0,0,0,Standard,6,0,0,1,6,2,122,="29+12",="28+9",="38+12",2,17,15,="85+30",="27+7"
"Ungoliant, the Unlight",808,75,10,160,0,0,Spider,0,2,0,6,3,2,121,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Atlach-Nacha, the Spider God",809,75,10,160,0,0,Spider,0,2,0,6,3,2,121,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Y'golonac",810,75,10,160,0,0,Headless,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Aether hound",811,75,10,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Warp demon",812,76,10,100,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Eric the Usurper",813,76,20,0,0,0,Standard,3,3,1,5,4,1,110,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"Yig, Father of Serpents",814,76,20,123,0,0,Giant Reptile,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Unmaker",815,77,10,50,0,0,Demonic Horror,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Cyberdemon",816,77,10,90,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Hela, Queen of the Dead",817,78,20,0,0,0,Standard,0,-1,5,1,3,2,100,="29+7",="38+11",="43+12",4,19,21,="63+13",="42+11"
"The Mouth of Sauron",818,78,20,0,0,0,Standard,-4,6,0,1,-2,-2,95,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"Klingsor, Evil Master of Magic",819,78,20,0,0,0,Standard,-3,8,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"Corwin, Lord of Avalon",820,78,20,0,0,0,Standard,3,0,0,2,6,2,120,="29+12",="21+7",="35+10",4,19,19,="85+23",="27+15"
"The Emperor Quylthulg",821,78,20,0,0,0,Quylthulg,-5,0,-2,2,0,26,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Qlzqqlzuup, the Lord of Flesh",822,92,20,0,0,0,Quylthulg,-5,0,-2,2,0,26,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Cthugha, the Living Flame",823,78,23,100,0,0,Demonic Horror,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Benedict, the Ideal Warrior",824,79,20,100,0,0,Benedict,6,-1,5,4,7,5,116,="24+7",="27+10",="42+11",3,15,15,="163+21",="47+18"
"The Witch-King of Angmar",825,80,20,0,0,0,Standard,4,2,-2,0,1,7,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"Cyaegha",826,80,20,120,0,0,Cyaegha,3,5,-1,4,1,2,104,="34+7",="46+11",="48+10",6,21,30,="66+18",="65+15"
"Pazuzu, Lord of Air",827,82,30,125,0,0,Standard,6,0,1,6,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ithaqua the Windwalker",828,82,30,125,0,0,Standard,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Hell hound of Julian",829,83,10,80,0,0,Hound,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Cantoras, the Skeletal Lord",830,84,30,0,0,0,Standard,-4,8,-2,1,-1,6,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Mephistopheles, Lord of Hell",831,84,30,150,0,0,Standard,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Godzilla",832,84,20,215,0,0,Giant Reptile,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Abhoth, Source of Uncleanness",833,85,20,150,0,0,Demonic Horror,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Ymir the Ice Giant",834,85,20,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Loki the Trickster",835,85,20,0,0,0,Standard,7,2,1,1,4,4,121,="40+15",="40+12",="37+10",3,33,32,="85+21",="60+14"
"Star-spawn of Cthulhu",836,86,20,90,0,0,Cthulhu,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Surtur the Giant Fire Demon",837,85,20,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"The Tarrasque",838,84,20,222,0,0,Giant Reptile,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Lungorthin, the Balrog of White Fire",839,85,20,125,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Draugluin, Sire of All Werewolves",840,87,20,90,0,0,Hound,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Shuma-Gorath",841,88,20,150,0,0,Cyaegha,-3,7,-1,3,-1,-1,93,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"Tulzscha, the Green Flame",842,89,20,100,0,0,Demonic Horror,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Oremorj the Cyberdemon Lord",843,89,20,90,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Kaschei the Immortal",844,90,20,0,0,0,Standard,-4,9,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"Yog-Sothoth, the All-in-One",845,90,20,100,0,0,Jelly7,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Fenris Wolf",846,90,24,90,0,0,Hound,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Great Wyrm of Power",847,90,20,111,0,0,Dragon,8,0,1,-1,5,7,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Shub-Niggurath, Black Goat of the Woods",848,91,20,100,0,0,Demonic Horror,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Nodens, Lord of the Great Abyss",849,92,20,0,0,0,Standard,-7,10,4,0,-6,-3,91,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"Carcharoth, the Jaws of Thirst",850,92,20,110,0,0,Hound,8,-4,-3,0,5,4,125,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Nyarlathotep, the Crawling Chaos",851,93,20,100,0,0,Standard,6,4,-10,3,3,3,112,="27+7",="45+11",="51+10",0,19,24,="76+18",="50+15"
"Azathoth, Seething Nuclear Chaos",852,93,20,150,0,0,Demonic Horror,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Cerberus, Guardian of Hades",853,94,20,160,0,0,Cerberus,8,-4,-3,0,5,4,114,="23+12",="18+9",="37+12",-1,15,9,="82+30",="26+7"
"Jormungand the Midgard Serpent",854,75,20,160,0,0,Jormungand,9,-4,-4,-3,6,2,148,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"The Destroyer",855,94,20,200,0,0,Monk,16,-7,-7,-3,12,7,139,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Gothmog, the High Captain of Balrogs",856,95,25,140,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Great Cthulhu",857,96,20,140,0,0,Cthulhu,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Sauron, the Sorcerer",858,98,20,0,0,0,Standard,-4,2,0,4,3,6,97,="34+7",="51+18",="78+13",4,15,35,="15+0",="7+0"
"The Unicorn of Order",859,99,50,170,0,0,Unicorn,6,-3,8,2,4,8,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Oberon, King of Amber",860,99,35,0,0,0,Standard,5,3,1,4,7,3,122,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Morgoth, Lord of Darkness",861,100,30,150,0,0,Standard,9,-4,-4,-3,6,2,142,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"The Serpent of Chaos",862,100,45,175,0,0,Jormungand,9,-4,-4,-3,6,2,148,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Quantum dot",863,35,0,0,0,0,Mold,-3,0,-3,0,-3,-7,52,="17+5",="21+7",="34+9",4,17,17,="43+13",="17+11"
"a Plain Gold Ring",864,110,30,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Lourph",865,79,30,110,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Caaws",866,90,10,176,0,0,Jelly7,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Culverin",867,8,0,13,0,0,Culverin,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Behinder",868,30,15,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Boadile",869,25,10,25,0,0,Reptile,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Ebony monk",870,36,10,0,0,0,Monk,3,1,3,5,5,1,110,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Metal Babble",871,80,80,10000,0,0,Babble,-2,4,2,6,-1,-1,10,="55+15",="43+12",="42+10",9,42,34,="48+21",="60+14"
"The Yamata-no-Orochi",872,63,13,160,0,0,Hydra5,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Combat Echizen",873,85,60,350,0,0,Standard,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"Spectral Wyrm",874,77,20,200,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Storm troll",875,51,10,110,0,0,Standard,9,-6,-3,-4,6,0,118,="20+12",="19+9",="30+12",-2,13,7,="90+30",="14+7"
"Unstable worm mass",876,15,-10,10,0,0,Worm,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Bat of Gorgoroth",877,28,10,60,0,0,Giant Bat,3,-2,-2,4,1,0,88,="43+15",="32+11",="35+10",4,33,32,="74+18",="63+18"
"Dio Brando",878,66,20,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Ohmu",879,60,0,90,0,0,Chthonian,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Richard Wong, Master of Time",880,81,25,0,0,0,Standard,-2,3,5,1,-3,3,93,="30+7",="42+11",="47+10",5,24,20,="43+13",="26+13"
"Locke, the Superman",881,65,20,0,0,0,Standard,7,0,3,1,5,4,121,="40+15",="37+11",="37+10",3,33,32,="89+18",="60+18"
"Layzark, the Emperor",882,65,20,0,0,0,Standard,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"Zombified Serpent of Chaos",883,127,50,200,0,0,Jormungand,9,-4,-4,-3,6,2,148,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Noxious fume",884,20,-20,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Shallow puddle",885,11,5,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Dark elven shade",886,51,20,0,0,0,Standard,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"Mana hound",887,51,15,100,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"Vore",888,44,15,30,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Bouncing mine",889,70,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Great Venom Wyrm",890,55,12,170,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Gorlim, Betrayer of Barahir",891,41,10,0,0,0,Standard,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"Djinni",892,40,20,0,0,0,Standard,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Efreeti",893,40,10,0,0,0,Standard,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Troll king",894,40,10,90,0,0,Standard,9,-6,-3,-4,6,0,118,="20+12",="19+9",="30+12",-2,13,7,="90+30",="14+7"
"Sky golem",895,36,0,116,0,0,Standard,9,-7,-7,-3,7,2,116,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Bazooker",896,35,0,0,0,0,Standard,0,-1,-1,3,5,3,110,="40+12",="26+7",="42+10",7,28,21,="60+23",="30+15"
"Shard vortex",897,35,10,28,0,0,Vortex7,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Granite wall",898,30,-10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Fire troll",899,25,0,50,0,0,Standard,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"Elf lord",900,25,11,0,0,0,Standard,3,3,1,4,2,1,104,="34+8",="46+11",="48+10",7,27,30,="66+18",="65+16"
"Samurai",901,25,0,0,0,0,Standard,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"Magma intrusion",902,25,-10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Small kraken",903,25,0,50,0,0,Small Kraken,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Chaos mushroom",904,23,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Cloud golem",905,22,0,30,0,0,Standard,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Lava golem",906,22,0,40,0,0,Standard,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Ogre warrior",907,21,0,0,0,0,Standard,7,-2,-3,1,5,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"Pole axe of animated attack",908,21,10,0,0,0,Death-Sword,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"The Icky Queen",909,20,10,0,0,0,Icky,2,1,-1,2,2,0,104,="27+7",="38+11",="35+10",3,17,26,="61+18",="47+15"
"Aquatic golem",910,19,0,50,0,0,Standard,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"Quartz vein",911,18,-10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Floating orb",912,15,10,25,0,0,Orb,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Undead devilfish",913,15,-5,20,0,0,Fish,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Bullroarer the Hobbit",914,5,10,0,0,0,Standard,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Mystic",915,33,10,50,0,0,Monk,3,0,-1,4,2,3,100,="47+15",="36+11",="37+10",4,32,31,="74+18",="63+18"
"Master mystic",916,50,20,60,0,0,Monk,3,0,-1,4,2,3,100,="47+15",="36+11",="37+10",4,32,31,="74+18",="63+18"
"Grand master mystic",917,59,20,80,0,0,Monk,3,0,-1,4,2,3,100,="47+15",="36+11",="37+10",4,32,31,="74+18",="63+18"
"Devilfish",918,12,-5,16,0,0,Fish,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"Aquatic naga",919,26,0,0,0,0,Naga,0,-2,4,0,1,3,100,="27+7",="37+11",="41+12",1,16,15,="58+13",="38+11"
"The Demogorgon",920,75,15,140,0,0,Demogorgon,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Internet Exploder",921,50,30,0,0,0,Eye2,-3,-3,-3,-3,-3,-8,80,="12+5",="16+7",="26+9",3,12,9,="38+13",="15+11"
"Electric rat",922,24,0,10,0,0,Scrawny,0,-1,-3,1,-1,-4,93,="42+15",="35+12",="34+10",7,32,31,="50+21",="55+14"
"Yukionna",923,27,0,0,0,0,Standard,3,4,2,3,3,1,106,="34+7",="40+11",="39+10",4,21,29,="71+18",="57+15"
"Goomba",924,2,0,0,0,0,Mold,-3,0,-3,0,-3,-7,52,="17+5",="21+7",="34+9",4,17,17,="43+13",="17+11"
"Monkey of Nikko",925,18,0,0,0,0,Standard,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Tsuchinoko",926,30,0,0,0,0,Snake,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Mario",927,31,0,0,0,0,Standard,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"King Koopa",928,34,0,120,0,0,Dragon,5,-3,-3,-1,3,2,111,="14+7",="20+10",="29+10",0,17,21,="77+14",="63+25"
"Aboleth",929,75,10,0,0,0,Standard,-7,7,4,1,-4,-3,92,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"Clone of Locke the Superman",930,65,20,0,0,0,Standard,3,0,-1,4,2,3,100,="47+15",="36+11",="37+10",4,32,31,="74+18",="63+18"
"Caldarm the Third",931,79,20,0,0,0,Standard,3,0,2,4,3,2,110,="47+15",="36+11",="37+10",4,32,31,="74+18",="63+18"
"Banor=Rupart",932,71,20,0,0,0,Standard,4,-2,2,1,3,3,111,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
