Class,Realm,Index,Name,Level,Cost,Fail
"Priest","Trump",30,"Trump Demon",48,115,35
"Priest","Trump",31,"Trump Greater Undead",49,120,35
"Priest","Trump",32,"Trump Ancient Dragon",50,125,35
"Priest","Arcane",1,"Zap",1,1,15
"Priest","Arcane",2,"Wizard Lock",1,1,28
"Priest","Arcane",3,"Detect Invisibility",2,1,28
"Priest","Arcane",4,"Detect Monsters",2,2,28
"Priest","Arcane",5,"Blink",3,3,28
"Priest","Arcane",6,"Light Area",5,5,35
"Priest","Arcane",7,"Trap & Door Destruction",6,6,28
"Priest","Arcane",8,"Cure Light Wounds",7,6,39
"Priest","Arcane",9,"Detect Doors & Traps",8,7,35
"Priest","Arcane",10,"Phlogiston",9,8,55
"Priest","Arcane",11,"Detect Treasure",10,9,45
"Priest","Arcane",12,"Detect Enchantment",11,10,45
"Priest","Arcane",13,"Detect Objects",12,11,45
"Priest","Arcane",14,"Cure Poison",13,12,45
"Priest","Arcane",15,"Resist Cold",14,13,45
"Priest","Arcane",16,"Resist Fire",15,14,45
"Priest","Arcane",17,"Resist Lightning",16,15,45
"Priest","Arcane",18,"Resist Acid",17,16,45
"Priest","Arcane",19,"Cure Medium Wounds",18,17,28
"Priest","Arcane",20,"Teleport",19,18,45
"Priest","Arcane",21,"Identify",22,25,55
"Priest","Arcane",22,"Stone to Mud",24,22,55
"Priest","Arcane",23,"Ray of Light",27,24,55
"Priest","Arcane",24,"Satisfy Hunger",29,26,65
"Priest","Arcane",25,"See Invisible",33,30,55
"Priest","Arcane",26,"Resist Poison",37,32,75
"Priest","Arcane",27,"Teleport Level",40,36,75
"Priest","Arcane",28,"Teleport Away",42,38,65
"Priest","Arcane",29,"Recharging",44,39,61
"Priest","Arcane",30,"Detection",46,40,75
"Priest","Arcane",31,"Word of Recall",47,55,65
"Priest","Arcane",32,"Clairvoyance",50,120,75
"Priest","Craft",1,"Minor Enchantment",1,1,20
"Priest","Craft",2,"Regeneration",3,3,20
"Priest","Craft",3,"Satisfy Hunger",4,4,30
"Priest","Craft",4,"Resist Cold",6,6,35
"Priest","Craft",5,"Resist Fire",7,6,35
"Priest","Craft",6,"Heroism",9,7,45
"Priest","Craft",7,"Resist Lightning",10,6,35
"Priest","Craft",8,"Resist Acid",11,6,35
"Priest","Craft",9,"See Invisibility",13,15,45
"Priest","Craft",10,"Remove Curse",15,13,30
"Priest","Craft",11,"Resist Poison",18,17,60
"Priest","Craft",12,"Berserk",22,20,75
"Priest","Craft",13,"Self Knowledge",23,21,85
"Priest","Craft",14,"Identify",26,24,50
"Priest","Craft",15,"Curing",29,28,60
"Priest","Craft",16,"Elemental Branding",42,70,85
"Priest","Craft",17,"Telepathy",14,14,45
"Priest","Craft",18,"Stone Skin",16,12,70
"Priest","Craft",19,"Resistance",22,23,85
"Priest","Craft",20,"Haste Self",27,17,60
"Priest","Craft",21,"Whirlwind Attack",33,38,55
"Priest","Craft",22,"Polish Shield",36,60,80
"Priest","Craft",23,"Weaponmastery",43,70,70
"Priest","Craft",24,"Magical Armor",46,60,70
"Priest","Craft",25,"Remove All Curse",15,15,65
"Priest","Craft",26,"Walk through Wall",33,58,75
"Priest","Craft",27,"Knowledge True",38,50,85
"Priest","Craft",28,"Enchantment",40,80,90
"Priest","Craft",29,"Crafting",40,100,90
"Priest","Craft",30,"Living Trump",45,110,75
"Priest","Craft",31,"Immunity",48,70,75
"Priest","Daemon",1,"Magic Missile",2,1,22
"Priest","Daemon",2,"Detect Unlife",3,2,24
"Priest","Daemon",3,"Evil Bless",4,3,26
"Priest","Daemon",4,"Resist Fire",5,6,30
"Priest","Daemon",5,"Horrify",10,7,30
"Priest","Daemon",6,"Nether Bolt",12,9,50
"Priest","Daemon",7,"Summon Manes",14,12,35
"Priest","Daemon",8,"Hellish Flame",15,15,50
"Priest","Daemon",9,"Dominate Demon",17,17,50
"Priest","Daemon",10,"Vision",20,19,65
"Priest","Daemon",11,"Resist Nether",23,23,60
"Priest","Daemon",12,"Plasma bolt",25,18,65
"Priest","Daemon",13,"Fire Ball",27,20,65
"Priest","Daemon",14,"Fire Branding",33,75,90
"Priest","Daemon",15,"Nether Ball",35,32,70
"Priest","Daemon",16,"Summon Demon",39,85,85
"Priest","Daemon",17,"Devilish Eye",14,14,45
"Priest","Daemon",18,"Devilish Cloak",18,20,70
"Priest","Daemon",19,"The Flow of Lava",27,25,75
"Priest","Daemon",20,"Plasma Ball",36,34,80
"Priest","Daemon",21,"Polymorph Demon",37,50,85
"Priest","Daemon",22,"Nether Wave",39,40,80
"Priest","Daemon",23,"Kiss of Succubus",40,44,75
"Priest","Daemon",24,"Doom Hand",47,95,90
"Priest","Daemon",25,"Raise the Morale",9,9,66
"Priest","Daemon",26,"Immortal Body",28,28,85
"Priest","Daemon",27,"Insanity Circle",38,40,80
"Priest","Daemon",28,"Explode Pets",43,58,85
"Priest","Daemon",29,"Summon Greater Demon",45,100,90
"Priest","Daemon",30,"Hellfire",48,100,90
"Priest","Daemon",31,"Send to Hell",49,95,80
"Priest","Daemon",32,"Polymorph Demonlord",50,80,85
"Priest","Crusade",1,"Punishment",1,1,20
"Priest","Crusade",2,"Detect Evil",1,1,10
"Priest","Crusade",3,"Remove Fear",3,2,25
"Priest","Crusade",4,"Scare Monster",5,4,30
"Priest","Crusade",5,"Sanctuary",6,5,34
"Priest","Crusade",6,"Portal",10,7,35
"Priest","Crusade",7,"Star Dust",12,12,50
"Priest","Crusade",8,"Purify",14,10,50
"Priest","Crusade",9,"Scatter Evil",15,14,50
"Priest","Crusade",10,"Holy Orb",16,14,50
"Priest","Crusade",11,"Exorcism",18,17,40
"Priest","Crusade",12,"Remove Curse",21,19,70
"Priest","Crusade",13,"Sense Unseen",26,22,55
"Priest","Crusade",14,"Protection from Evil",29,23,60
"Priest","Crusade",15,"Judgment Thunder",36,35,85
"Priest","Crusade",16,"Holy Word",40,35,85
"Priest","Crusade",17,"Unbarring Ways",5,5,33
"Priest","Crusade",18,"Arrest",15,13,83
"Priest","Crusade",19,"Angelic Cloak",20,15,55
"Priest","Crusade",20,"Dispel Undead & Demons",23,17,60
"Priest","Crusade",21,"Dispel Evil",30,25,70
"Priest","Crusade",22,"Holy Blade",34,75,95
"Priest","Crusade",23,"Star Burst",37,45,70
"Priest","Crusade",24,"Summon Angel",43,100,90
"Priest","Crusade",25,"Heroism",9,9,66
"Priest","Crusade",26,"Dispel Curse",28,30,80
"Priest","Crusade",27,"Banish Evil",30,28,65
"Priest","Crusade",28,"Armageddon",38,22,80
"Priest","Crusade",29,"An Eye for an Eye",40,40,80
"Priest","Crusade",30,"Wrath of the God",43,65,90
"Priest","Crusade",31,"Divine Intervention",45,90,90
"Priest","Crusade",32,"Crusade",46,100,85
"Priest","Armageddon",1,"Lightning Bolt",3,6,30
"Priest","Armageddon",2,"Frost Bolt",5,7,30
"Priest","Armageddon",3,"Fire Bolt",7,9,40
"Priest","Armageddon",4,"Acid Bolt",10,10,40
"Priest","Armageddon",5,"Lightning Ball",13,11,40
"Priest","Armageddon",6,"Frost Ball",15,13,45
"Priest","Armageddon",7,"Fire Ball",17,15,45
"Priest","Armageddon",8,"Acid Ball",20,17,50
"Priest","Armageddon",9,"Shard Bolt",21,17,50
"Priest","Armageddon",10,"Gravity Bolt",23,20,60
"Priest","Armageddon",11,"Plasma Bolt",25,26,60
"Priest","Armageddon",12,"Meteor",27,32,60
"Priest","Armageddon",13,"Thunderclap",29,33,60
"Priest","Armageddon",14,"Windblast",33,36,60
"Priest","Armageddon",15,"Hellstorm",36,45,60
"Priest","Armageddon",16,"Rocket",38,60,60
"Priest","Armageddon",17,"Ice Bolt",23,25,60
"Priest","Armageddon",18,"Water Ball",26,32,60
"Priest","Armageddon",19,"Breathe Lightning",31,37,60
"Priest","Armageddon",20,"Breathe Frost",34,38,60
"Priest","Armageddon",21,"Breathe Fire",36,39,70
"Priest","Armageddon",22,"Breathe Acid",38,40,70
"Priest","Armageddon",23,"Breathe Plasma",40,45,70
"Priest","Armageddon",24,"Breathe Gravity",44,50,70
"Priest","Armageddon",25,"Mana Bolt",26,22,50
"Priest","Armageddon",26,"Plasma Ball",30,32,60
"Priest","Armageddon",27,"Mana Ball",41,37,70
"Priest","Armageddon",28,"Breathe Sound",43,50,70
"Priest","Armageddon",29,"Breathe Inertia",45,50,70
"Priest","Armageddon",30,"Breathe Disintegration",48,60,80
"Priest","Armageddon",31,"Breathe Mana",49,70,85
"Priest","Armageddon",32,"Breathe Shards",50,90,85
"Rogue","Sorcery",1,"Detect Monsters",5,1,50
"Rogue","Sorcery",2,"Phase Door",7,2,55
"Rogue","Sorcery",3,"Detect Doors and Traps",8,3,65
"Rogue","Sorcery",4,"Light Area",9,3,65
"Rogue","Sorcery",5,"Confuse Monster",13,6,75
"Rogue","Sorcery",6,"Teleport",15,7,75
"Rogue","Sorcery",7,"Sleep Monster",17,9,75
"Rogue","Sorcery",8,"Recharging",21,12,80
"Rogue","Sorcery",9,"Magic Mapping",25,14,80
"Rogue","Sorcery",10,"Mass Identify",27,15,80
"Rogue","Sorcery",11,"Slow Monster",29,17,75
"Rogue","Sorcery",12,"Mass Stasis",30,20,80
"Rogue","Sorcery",13,"Teleport Away",31,23,80
"Rogue","Sorcery",14,"Haste Self",32,25,70
"Rogue","Sorcery",15,"Detection True",35,30,80
"Rogue","Sorcery",16,"Identify True",40,35,75
"Rogue","Sorcery",17,"Inventory Protection",9,3,65
"Rogue","Sorcery",18,"Stair Creation",14,10,80
"Rogue","Sorcery",19,"Sense Minds",16,10,60
"Rogue","Sorcery",20,"Teleport to town",22,40,80
"Rogue","Sorcery",21,"Self Knowledge",17,20,80
"Rogue","Sorcery",22,"Teleport Level",18,17,60
"Rogue","Sorcery",23,"Word of Recall",30,35,75
"Rogue","Sorcery",24,"Dimension Door",44,45,70
"Rogue","Sorcery",25,"Probing",15,15,40
"Rogue","Sorcery",26,"Door Creation",28,33,80
"Rogue","Sorcery",27,"Telekinesis",20,20,70
"Rogue","Sorcery",28,"Clairvoyance",37,40,80
"Rogue","Sorcery",29,"Device Mastery",44,120,90
"Rogue","Sorcery",30,"Alchemy",45,50,70
"Rogue","Sorcery",31,"Banishment",49,50,70
"Rogue","Death",1,"Detect Unlife",5,3,40
"Rogue","Death",2,"Malediction",7,4,40
"Rogue","Death",3,"Detect Evil",9,5,50
"Rogue","Death",4,"Stinking Cloud",13,7,60
"Rogue","Death",5,"Black Sleep",15,7,80
"Rogue","Death",6,"Undead Resistance",17,15,80
"Rogue","Death",7,"Horrify",19,17,30
"Rogue","Death",8,"Enslave Undead",19,19,30
"Rogue","Death",9,"Orb of Entropy",21,21,60
"Rogue","Death",10,"Nether Bolt",23,23,75
"Rogue","Death",11,"Cloud kill",27,25,75
"Rogue","Death",12,"Genocide One",31,30,85
"Rogue","Death",13,"Poison Branding",35,80,75
"Rogue","Death",14,"Vampiric Drain",40,40,75
"Rogue","Death",17,"Berserk",20,25,80
"Rogue","Death",18,"Invoke Spirits",23,20,40
"Rogue","Death",19,"Dark Bolt",28,28,75
"Rogue","Death",20,"Battle Frenzy",32,32,80
"Rogue","Death",21,"Vampiric Branding",46,100,90
"Rogue","Death",22,"Vampirism True",48,45,75
"Rogue","Death",24,"Darkness Storm",50,50,75
"Rogue","Death",25,"Death Ray",30,30,80
"Rogue","Death",26,"Raise the Dead",31,80,80
"Rogue","Death",27,"Esoteria",32,40,90
"Rogue","Death",28,"Polymorph Vampire",41,55,80
"Rogue","Death",32,"Wraithform",50,125,90
"Rogue","Trump",1,"Phase Door",5,2,25
"Rogue","Trump",2,"Trump Spiders",7,5,25
"Rogue","Trump",3,"Shuffle",9,7,37
"Rogue","Trump",4,"Reset Recall",11,9,40
"Rogue","Trump",5,"Teleport",13,11,20
"Rogue","Trump",6,"Trump Spying",15,15,30
"Rogue","Trump",7,"Teleport Away",19,20,30
"Rogue","Trump",8,"Trump Animals",22,21,30
"Rogue","Trump",9,"Trump Reach",25,22,40
"Rogue","Trump",10,"Trump Kamikaze",28,23,35
"Rogue","Trump",11,"Phantasmal Servant",30,26,30
"Rogue","Trump",12,"Haste Monster",35,35,40
"Rogue","Trump",13,"Teleport Level",39,38,35
"Rogue","Trump",14,"Dimension Door",41,40,45
"Rogue","Trump",15,"Word of Recall",46,44,40
"Rogue","Trump",16,"Banish",49,50,35
"Rogue","Trump",17,"Swap Position",26,40,80
"Rogue","Trump",18,"Trump Undead",30,30,35
"Rogue","Trump",19,"Trump Reptiles",33,30,35
"Rogue","Trump",20,"Trump Monsters",35,32,35
"Rogue","Trump",21,"Trump Hounds",38,33,35
"Rogue","Trump",22,"Trump Branding",42,90,40
"Rogue","Trump",23,"Living Trump",45,150,45
"Rogue","Trump",25,"Trump Divination",35,30,30
"Rogue","Trump",26,"Trump Lore",42,65,45
"Rogue","Trump",27,"Heal Monster",44,70,40
"Rogue","Trump",28,"Trump Dragon",46,100,40
"Rogue","Trump",29,"Trump Meteor",46,60,70
"Rogue","Trump",30,"Trump Demon",49,125,40
"Rogue","Arcane",1,"Zap",1,1,20
"Rogue","Arcane",2,"Wizard Lock",1,1,33
"Rogue","Arcane",3,"Detect Invisibility",2,1,33
"Rogue","Arcane",4,"Detect Monsters",2,2,33
"Rogue","Arcane",5,"Blink",3,3,33
"Rogue","Arcane",6,"Light Area",5,5,40
"Rogue","Arcane",7,"Trap & Door Destruction",6,6,33
"Rogue","Arcane",8,"Cure Light Wounds",7,7,44
"Rogue","Arcane",9,"Detect Doors & Traps",8,8,40
"Rogue","Arcane",10,"Phlogiston",9,9,60
"Rogue","Arcane",11,"Detect Treasure",10,10,50
"Rogue","Arcane",12,"Detect Enchantment",11,11,50
"Rogue","Arcane",13,"Detect Objects",13,11,50
"Rogue","Arcane",14,"Cure Poison",14,12,50
"Rogue","Arcane",15,"Resist Cold",15,13,50
"Rogue","Arcane",16,"Resist Fire",16,14,50
"Rogue","Arcane",17,"Resist Lightning",17,15,50
"Rogue","Arcane",18,"Resist Acid",18,16,50
"Rogue","Arcane",19,"Cure Medium Wounds",19,17,33
"Rogue","Arcane",20,"Teleport",20,20,50
"Rogue","Arcane",21,"Identify",23,28,60
"Rogue","Arcane",22,"Stone to Mud",25,24,60
"Rogue","Arcane",23,"Ray of Light",28,25,60
"Rogue","Arcane",24,"Satisfy Hunger",30,28,70
"Rogue","Arcane",25,"See Invisible",33,30,60
"Rogue","Arcane",26,"Resist Poison",37,33,80
"Rogue","Arcane",27,"Teleport Level",40,36,80
"Rogue","Arcane",28,"Teleport Away",44,38,70
"Rogue","Arcane",29,"Recharging",46,40,66
"Rogue","Arcane",30,"Detection",47,42,80
"Rogue","Arcane",31,"Word of Recall",48,60,70
"Rogue","Arcane",32,"Clairvoyance",50,125,80
"Rogue","Craft",1,"Minor Enchantment",5,2,40
"Rogue","Craft",2,"Regeneration",7,3,40
"Rogue","Craft",3,"Satisfy Hunger",8,5,45
"Rogue","Craft",4,"Resist Cold",11,10,50
"Rogue","Craft",5,"Resist Fire",13,10,50
"Rogue","Craft",6,"Heroism",15,12,55
"Rogue","Craft",7,"Resist Lightning",18,10,50
"Rogue","Craft",8,"Resist Acid",20,10,50
"Rogue","Craft",9,"See Invisibility",23,18,55
"Rogue","Craft",10,"Remove Curse",27,20,60
"Rogue","Craft",11,"Resist Poison",28,24,65
"Rogue","Craft",12,"Berserk",30,27,75
"Rogue","Craft",13,"Self Knowledge",25,22,70
"Rogue","Craft",14,"Identify",35,35,70
"Rogue","Craft",15,"Curing",40,70,80
"Rogue","Craft",16,"Elemental Branding",50,90,85
"Rogue","Craft",17,"Telepathy",23,23,60
"Rogue","Craft",18,"Stone Skin",24,18,80
"Rogue","Craft",19,"Resistance",28,30,90
"Rogue","Craft",20,"Haste Self",32,25,70
"Rogue","Craft",21,"Whirlwind Attack",37,45,70
"Rogue","Craft",22,"Polish Shield",41,60,80
"Rogue","Craft",23,"Weaponmastery",48,80,75
"Rogue","Craft",25,"Remove All Curse",24,24,75
"Rogue","Craft",26,"Walk through Wall",37,65,80
"Rogue","Craft",27,"Knowledge True",42,60,90
"Rogue","Craft",28,"Enchantment",42,80,80
"Rogue","Craft",29,"Crafting",46,120,80
"Rogue","Craft",30,"Living Trump",49,150,90
"Ranger","Sorcery",1,"Detect Monsters",3,2,35
"Ranger","Sorcery",2,"Phase Door",3,3,35
"Ranger","Sorcery",3,"Detect Doors and Traps",5,4,40
"Ranger","Sorcery",4,"Light Area",7,4,40
"Ranger","Sorcery",5,"Confuse Monster",9,6,40
"Ranger","Sorcery",6,"Teleport",11,8,45
"Ranger","Sorcery",7,"Sleep Monster",13,8,40
"Ranger","Sorcery",8,"Recharging",17,17,90
"Ranger","Sorcery",9,"Magic Mapping",20,19,85
"Ranger","Sorcery",10,"Mass Identify",23,25,90
"Ranger","Sorcery",11,"Slow Monster",25,25,60
"Ranger","Sorcery",12,"Mass Stasis",27,25,85
"Ranger","Sorcery",13,"Teleport Away",31,27,70
"Ranger","Sorcery",14,"Haste Self",34,35,70
"Ranger","Sorcery",15,"Detection True",38,37,70
"Ranger","Sorcery",16,"Identify True",42,40,90
"Ranger","Sorcery",17,"Inventory Protection",15,7,75
"Ranger","Sorcery",18,"Stair Creation",17,17,70
"Ranger","Sorcery",19,"Sense Minds",19,25,65
"Ranger","Sorcery",20,"Teleport to town",22,40,70
"Ranger","Sorcery",21,"Self Knowledge",23,25,60
"Ranger","Sorcery",22,"Teleport Level",27,27,60
"Ranger","Sorcery",23,"Word of Recall",35,35,75
"Ranger","Sorcery",24,"Dimension Door",47,50,80
"Ranger","Sorcery",25,"Probing",20,20,45
"Ranger","Sorcery",26,"Door Creation",26,40,80
"Ranger","Sorcery",27,"Telekinesis",27,27,70
"Ranger","Sorcery",28,"Clairvoyance",40,40,95
"Ranger","Sorcery",30,"Alchemy",50,50,90
"Ranger","Nature",1,"Detect Creatures",3,1,35
"Ranger","Nature",2,"Lightning",4,3,40
"Ranger","Nature",3,"Detect Doors and Traps",4,4,40
"Ranger","Nature",4,"Produce Food",5,7,55
"Ranger","Nature",5,"Daylight",6,7,50
"Ranger","Nature",6,"Wind Walker",7,7,50
"Ranger","Nature",7,"Resist Environment",8,7,50
"Ranger","Nature",8,"Cure Wounds & Poison",9,7,45
"Ranger","Nature",9,"Stone to Mud",9,7,80
"Ranger","Nature",10,"Frost Bolt",10,7,40
"Ranger","Nature",11,"Nature Awareness",11,9,40
"Ranger","Nature",12,"Fire Bolt",12,9,55
"Ranger","Nature",13,"Ray of Sunlight",14,9,55
"Ranger","Nature",14,"Entangle",18,20,65
"Ranger","Nature",15,"Nature's Gate",23,23,65
"Ranger","Nature",16,"Herbal Healing",40,60,90
"Ranger","Nature",17,"Stair Building",12,12,50
"Ranger","Nature",18,"Stone Skin",14,15,70
"Ranger","Nature",19,"Resistance True",20,30,85
"Ranger","Nature",20,"Forest Creation",22,24,80
"Ranger","Nature",21,"Stone Tell",38,40,90
"Ranger","Nature",22,"Wall of Stone",40,55,90
"Ranger","Nature",23,"Protect from Corrosion",42,80,90
"Ranger","Nature",24,"Call Sunlight",44,35,75
"Ranger","Nature",25,"Earthquake",25,28,60
"Ranger","Nature",26,"Fire Storm",26,26,60
"Ranger","Nature",27,"Blizzard",30,35,75
"Ranger","Nature",28,"Lightning Storm",32,29,75
"Ranger","Nature",29,"Whirlpool",36,33,75
"Ranger","Nature",30,"Ice Bolt",40,45,75
"Ranger","Nature",31,"Gravity Storm",41,45,75
"Ranger","Nature",32,"Nature's Wrath",42,80,75
"Ranger","Chaos",1,"Magic Missile",3,1,20
"Ranger","Chaos",2,"Trap / Door Destruction",3,3,35
"Ranger","Chaos",3,"Flash of Light",5,3,35
"Ranger","Chaos",4,"Touch of Confusion",7,5,45
"Ranger","Chaos",5,"Mana Burst",14,12,40
"Ranger","Chaos",6,"Fire Bolt",20,16,50
"Ranger","Chaos",7,"Fist of Force",25,21,60
"Ranger","Chaos",8,"Teleport Self",25,22,60
"Ranger","Chaos",9,"Wonder",27,23,60
"Ranger","Chaos",10,"Chaos Bolt",30,25,60
"Ranger","Chaos",11,"Sonic Boom",33,30,70
"Ranger","Chaos",12,"Doom Bolt",35,31,70
"Ranger","Chaos",13,"Fire Ball",37,35,75
"Ranger","Chaos",14,"Teleport Other",39,29,65
"Ranger","Chaos",15,"Word of Destruction",43,30,95
"Ranger","Chaos",16,"Invoke Logrus",48,50,85
"Ranger","Chaos",17,"Polymorph Other",22,20,60
"Ranger","Chaos",18,"Chain Lightning",25,25,70
"Ranger","Chaos",19,"Arcane Binding",28,25,80
"Ranger","Chaos",20,"Disintegrate",35,32,70
"Ranger","Chaos",21,"Alter Reality",38,35,85
"Ranger","Chaos",22,"Magic Rocket",50,50,90
"Ranger","Chaos",23,"Chaos Branding",48,100,90
"Ranger","Chaos",25,"Beam of Gravity",33,33,66
"Ranger","Chaos",26,"Meteor Swarm",40,45,85
"Ranger","Chaos",27,"Flame Strike",42,42,75
"Ranger","Chaos",28,"Call Chaos",48,48,85
"Ranger","Chaos",29,"Polymorph Self",42,75,95
"Ranger","Death",1,"Detect Unlife",5,2,40
"Ranger","Death",2,"Malediction",5,3,40
"Ranger","Death",3,"Detect Evil",7,4,50
"Ranger","Death",4,"Stinking Cloud",9,5,40
"Ranger","Death",5,"Black Sleep",11,8,40
"Ranger","Death",6,"Undead Resistance",17,25,75
"Ranger","Death",7,"Horrify",19,19,50
"Ranger","Death",8,"Enslave Undead",22,22,50
"Ranger","Death",9,"Orb of Entropy",24,24,55
"Ranger","Death",10,"Nether Bolt",26,26,50
"Ranger","Death",11,"Cloud kill",28,28,75
"Ranger","Death",12,"Genocide One",34,35,85
"Ranger","Death",13,"Poison Branding",42,85,80
"Ranger","Death",14,"Vampiric Drain",43,50,90
"Ranger","Death",15,"Animate dead",44,39,76
"Ranger","Death",17,"Berserk",25,30,80
"Ranger","Death",18,"Invoke Spirits",25,25,80
"Ranger","Death",19,"Dark Bolt",27,27,40
"Ranger","Death",20,"Battle Frenzy",41,60,80
"Ranger","Death",21,"Vampiric Branding",45,100,90
"Ranger","Death",22,"Vampirism True",45,50,60
"Ranger","Death",23,"Nether Wave",47,45,80
"Ranger","Death",25,"Death Ray",35,35,75
"Ranger","Death",26,"Raise the Dead",38,90,80
"Ranger","Death",27,"Esoteria",40,45,95
"Ranger","Death",28,"Polymorph Vampire",48,50,30
"Ranger","Trump",1,"Phase Door",3,1,25
"Ranger","Trump",2,"Trump Spiders",6,6,25
"Ranger","Trump",3,"Shuffle",9,7,37
"Ranger","Trump",4,"Reset Recall",10,8,40
"Ranger","Trump",5,"Teleport",13,10,20
"Ranger","Trump",6,"Trump Spying",17,17,30
"Ranger","Trump",7,"Teleport Away",20,20,30
"Ranger","Trump",8,"Trump Animals",23,22,30
"Ranger","Trump",9,"Trump Reach",24,22,40
"Ranger","Trump",10,"Trump Kamikaze",27,23,35
"Ranger","Trump",11,"Phantasmal Servant",30,26,30
"Ranger","Trump",12,"Haste Monster",35,33,40
"Ranger","Trump",13,"Teleport Level",39,38,35
"Ranger","Trump",14,"Dimension Door",42,40,45
"Ranger","Trump",15,"Word of Recall",45,42,40
"Ranger","Trump",17,"Swap Position",25,40,70
"Ranger","Trump",18,"Trump Undead",28,26,35
"Ranger","Trump",19,"Trump Reptiles",31,30,35
"Ranger","Trump",20,"Trump Monsters",36,32,35
"Ranger","Trump",21,"Trump Hounds",36,33,35
"Ranger","Trump",22,"Trump Branding",41,80,40
"Ranger","Trump",23,"Living Trump",44,120,45
"Ranger","Trump",25,"Trump Divination",35,33,30
"Ranger","Trump",26,"Trump Lore",40,65,45
"Ranger","Trump",27,"Heal Monster",44,65,45
"Ranger","Trump",28,"Trump Dragon",48,95,40
"Ranger","Trump",29,"Trump Meteor",46,60,70
"Ranger","Arcane",1,"Zap",3,2,20
"Ranger","Arcane",2,"Wizard Lock",3,2,33
"Ranger","Arcane",3,"Detect Invisibility",4,3,33
"Ranger","Arcane",4,"Detect Monsters",4,3,33
"Ranger","Arcane",5,"Blink",5,4,33
"Ranger","Arcane",6,"Light Area",6,6,40
"Ranger","Arcane",7,"Trap & Door Destruction",7,7,33
"Ranger","Arcane",8,"Cure Light Wounds",8,8,44
"Ranger","Arcane",9,"Detect Doors & Traps",9,9,40
"Ranger","Arcane",10,"Phlogiston",10,10,60
"Ranger","Arcane",11,"Detect Treasure",11,11,50
"Ranger","Arcane",12,"Detect Enchantment",12,12,50
"Ranger","Arcane",13,"Detect Objects",14,13,50
"Ranger","Arcane",14,"Cure Poison",15,14,50
"Ranger","Arcane",15,"Resist Cold",16,15,50
"Ranger","Arcane",16,"Resist Fire",17,16,50
"Ranger","Arcane",17,"Resist Lightning",18,17,50
"Ranger","Arcane",18,"Resist Acid",19,18,50
"Ranger","Arcane",19,"Cure Medium Wounds",20,19,33
"Ranger","Arcane",20,"Teleport",22,20,50
"Ranger","Arcane",21,"Identify",25,29,60
"Ranger","Arcane",22,"Stone to Mud",27,26,60
"Ranger","Arcane",23,"Ray of Light",29,27,60
"Ranger","Arcane",24,"Satisfy Hunger",33,30,70
"Ranger","Arcane",25,"See Invisible",35,33,60
"Ranger","Arcane",26,"Resist Poison",38,36,80
"Ranger","Arcane",27,"Teleport Level",42,38,80
"Ranger","Arcane",28,"Teleport Away",46,40,70
"Ranger","Arcane",29,"Recharging",47,42,66
"Ranger","Arcane",30,"Detection",48,44,80
"Ranger","Arcane",31,"Word of Recall",49,65,70
"Ranger","Daemon",1,"Magic Missile",3,1,20
"Ranger","Daemon",2,"Detect Unlife",4,3,35
"Ranger","Daemon",3,"Evil Bless",6,4,35
